"Year","Survey","Title","DataFile","StataDataFile","Programs","Dictionary","ZipDownloadURL","DataFileGroup","SurveyEndYear","SurveyStartYear","TotalSurveyCount","SurveyCountByYear","DataFileGroupEndYear","DataFileGroupStartYear","ReferenceTableDownloadUrl"
2020,"Completions","Response status for all survey components","FLAGS2020","FLAGS2020_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2020.zip","FLAGS",2020,1980,119,5,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Instructional Staff/Salaries","Number and salary outlays for full-time nonmedical instructional staff, by gender, and academic rank: Academic year 2020-21","SAL2020_IS","SAL2020_IS_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/SAL2020_IS.zip","SAL_IS",2020,1980,109,3,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Instructional Staff/Salaries","Number and salary outlays for full-time nonmedical noninstructional staff, by gender, and academic rank: Academic year 2020-21","SAL2020_NIS","SAL2020_NIS_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/SAL2020_NIS.zip","SAL_NIS",2020,1980,109,3,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Instructional Staff/Salaries","Response status for all survey components","FLAGS2020","FLAGS2020_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2020.zip","FLAGS",2020,1980,109,3,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Fall Staff","Full- and part-time staff by occupational category, race/ethnicity, and gender: Fall 2020","S2020_OC","S2020_OC_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/S2020_OC.zip","S_OC",2020,1987,120,5,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Fall Staff","Full-time instructional staff, by faculty and tenure status, and academic rank (Degree-granting institutions): Fall 2020","S2020_SIS","S2020_SIS_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/S2020_SIS.zip","S_SIS",2020,1987,120,5,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Fall Staff","Full-time instructional staff, by faculty and tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2020","S2020_IS","S2020_IS_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/S2020_IS.zip","S_IS",2020,1987,120,5,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Fall Staff","New hires by occupational category, race/ethnicity, and gender (Degree-granting institutions): Fall 2020","S2020_NH","S2020_NH_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/S2020_NH.zip","S_NH",2020,1987,120,5,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Fall Staff","Response status for all survey components","FLAGS2020","FLAGS2020_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2020.zip","FLAGS",2020,1987,120,5,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Employees by Assigned Position","Number of staff by occupational category, faculty and tenure status: Fall 2020","EAP2020","EAP2020_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EAP2020.zip","EAP",2020,2001,37,2,2020,2001,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Employees by Assigned Position","Response status for all survey components","FLAGS2020","FLAGS2020_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2020.zip","FLAGS",2020,2001,37,2,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Finance","Public institutions - GASB 34/35: Fiscal year 2020","F1920_F1A","F1920_F1A_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/F1920_F1A.zip","F_F1A",2020,1980,206,4,2020,2002,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Finance","Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2020","F1920_F2","F1920_F2_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/F1920_F2.zip","F_F2",2020,1980,206,4,2020,1997,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Finance","Private for-profit institutions: Fiscal year 2020","F1920_F3","F1920_F3_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/F1920_F3.zip","F_F3",2020,1980,206,4,2020,1998,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Finance","Response status for all survey components","FLAGS2020","FLAGS2020_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2020.zip","FLAGS",2020,1980,206,4,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Student Financial Aid and Net Price","Student financial aid and net price: 2019-20","SFA1920","SFA1920_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/SFA1920.zip","SFA",2020,1999,47,3,2020,2002,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Student Financial Aid and Net Price","Military Servicemembers and Veteran's Benefits: 2019-20","SFAV1920","SFAV1920_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/SFAV1920.zip","SFAV",2020,1999,47,3,2020,2014,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Student Financial Aid and Net Price","Response status for all survey components","FLAGS2020","FLAGS2020_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2020.zip","FLAGS",2020,1999,47,3,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Graduation Rates","Graduation rate data, 150% of normal time to complete - cohort year 2014 (4-year) and cohort year 2017 (2-year) institutions","GR2020","GR2020_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/GR2020.zip","GR",2020,1997,101,5,2020,1997,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Graduation Rates","Graduation rate data, 150% of normal time to complete - cohort year 2017 (less-than-2-year institutions)","GR2020_L2","GR2020_L2_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/GR2020_L2.zip","GR_L2",2020,1997,101,5,2020,1997,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Graduation Rates","Graduation rate data for Pell Grant and Subsidized Stafford Loan recipients, 150% of normal time to complete - cohort year 2014 (4-year) and cohort year 2017 (less-than-4-year) institutions","GR2020_PELL_SSL","GR2020_PELL_SSL_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/GR2020_PELL_SSL.zip","GR_PELL_SSL",2020,1997,101,5,2020,2016,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Graduation Rates","Graduation rate data, 200% of normal time to complete - cohort year 2012 (4-year) and cohort year 2016 (less-than-4-year) institutions.","GR200_20","GR200_20_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/GR200_20.zip","GR200",2020,1997,101,5,2020,2008,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Graduation Rates","Response status for all survey components","FLAGS2020","FLAGS2020_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2020.zip","FLAGS",2020,1997,101,5,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Outcome Measures","Award and enrollment data at four, six and eight years of entering degree/certificate-seeking undergraduate cohorts from 2012-13 at degree-granting institutions, by Pell status","OM2020","OM2020_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/OM2020.zip","OM",2020,2015,12,2,2020,2015,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Outcome Measures","Response status for all survey components","FLAGS2020","FLAGS2020_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2020.zip","FLAGS",2020,2015,12,2,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Academic Libraries","Academic Libraries: Fiscal year 2020","AL2020","AL2020_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/AL2020.zip","AL",2020,2014,14,2,2020,2014,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2020,"Academic Libraries","Response status for all survey components","FLAGS2020","FLAGS2020_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2020.zip","FLAGS",2020,2014,14,2,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS202020Tablesdoc.xlsx"
2019,"Institutional Characteristics","Directory information","HD2019","HD2019_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/HD2019.zip","HD",2020,1980,154,5,2020,2002,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Institutional Characteristics","Educational offerings, organization, services and athletic associations
(revised July 2021)","IC2019","IC2019_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/IC2019.zip","IC",2020,1980,154,5,2020,1980,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Institutional Characteristics","Student charges for academic year programs","IC2019_AY","IC2019_AY_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/IC2019_AY.zip","IC_AY",2020,1980,154,5,2020,2000,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Institutional Characteristics","Student charges by program (vocational programs)","IC2019_PY","IC2019_PY_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/IC2019_PY.zip","IC_PY",2020,1980,154,5,2020,2000,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Institutional Characteristics","Response status for all survey components
(revised July 2021)","FLAGS2019","FLAGS2019_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2019.zip","FLAGS",2020,1980,154,5,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"12-Month Enrollment","12-month unduplicated headcount: 2018-19
(revised July 2021)","EFFY2019","EFFY2019_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EFFY2019.zip","EFFY",2020,1997,53,3,2020,2002,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"12-Month Enrollment","12-month instructional activity: 2018-19
(revised July 2021)","EFIA2019","EFIA2019_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EFIA2019.zip","EFIA",2020,1997,53,3,2020,2002,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"12-Month Enrollment","Response status for all survey components
(revised July 2021)","FLAGS2019","FLAGS2019_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2019.zip","FLAGS",2020,1997,53,3,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Admissions and Test Scores","Admission considerations, applications, admissions, enrollees and test scores, fall 2019
(revised October 2021)","ADM2019","ADM2019_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/ADM2019.zip","ADM",2020,2001,27,2,2020,2014,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Admissions and Test Scores","Response status for all survey components
(revised October 2021)","FLAGS2019","FLAGS2019_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2019.zip","FLAGS",2020,2001,27,2,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Fall Enrollment","Race/ethnicity, gender, attendance status, and level of student: Fall 2019
(revised November 2021)","EF2019A","EF2019A_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EF2019A.zip","EFA",2020,1980,186,6,2020,2000,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Fall Enrollment","Age category, gender, attendance status, and level of student: Fall 2019
(revised November 2021)","EF2019B","EF2019B_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EF2019B.zip","EFB",2020,1980,186,6,2020,2000,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Fall Enrollment","Residence and migration of first-time freshman: Fall 2019
(revised November 2021)","EF2019C","EF2019C_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EF2019C.zip","EFC",2020,1980,186,6,2020,2000,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Fall Enrollment","Total entering class, retention rates, and student-to-faculty ratio: Fall 2019
(revised November 2021)","EF2019D","EF2019D_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EF2019D.zip","EFD",2020,1980,186,6,2020,2000,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Fall Enrollment","Distance education status and level of student: Fall 2019
(revised November 2021)","EF2019A_DIST","EF2019A_DIST_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EF2019A_DIST.zip","EFA_DIST",2020,1980,186,6,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Fall Enrollment","Response status for all survey components
(revised November 2021)","FLAGS2019","FLAGS2019_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2019.zip","FLAGS",2020,1980,186,6,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Completions","Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2018 to June 30, 2019
(revised July 2021)","C2019_A","C2019_A_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/C2019_A.zip","C_A",2020,1980,119,5,2020,1995,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Completions","Number of students receiving awards/degrees, by race/ethnicity and gender: July 1, 2018 to June 30, 2019
(revised July 2021)","C2019_B","C2019_B_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/C2019_B.zip","C_B",2020,1980,119,5,2020,1995,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Completions","Number of students receiving awards/degrees, by award level and by gender, race/ethnicity and age categories: July 1, 2018 to June 30, 2019
(revised July 2021)","C2019_C","C2019_C_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/C2019_C.zip","C_C",2020,1980,119,5,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Completions","Number of programs offered and number of programs offered via distance education, by award level: July 1, 2018 to June 30, 2019
(revised July 2021)","C2019DEP","C2019DEP_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/C2019DEP.zip","CDEP",2020,1980,119,5,2020,2013,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Completions","Response status for all survey components
(revised July 2021)","FLAGS2019","FLAGS2019_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2019.zip","FLAGS",2020,1980,119,5,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Instructional Staff/Salaries","Number and salary outlays for full-time nonmedical instructional staff, by gender, and academic rank: Academic year 2019-20
(revised November 2021)","SAL2019_IS","SAL2019_IS_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/SAL2019_IS.zip","SAL_IS",2020,1980,109,3,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Instructional Staff/Salaries","Number and salary outlays for full-time nonmedical noninstructional staff, by occupation: Academic year 2019-20
(revised November 2021)","SAL2019_NIS","SAL2019_NIS_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/SAL2019_NIS.zip","SAL_NIS",2020,1980,109,3,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Instructional Staff/Salaries","Response status for all survey components
(revised November 2021)","FLAGS2019","FLAGS2019_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2019.zip","FLAGS",2020,1980,109,3,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
2019,"Fall Staff","Full- and part-time staff by occupational category, race/ethnicity, and gender: Fall 2019
(revised November 2021)","S2019_OC","S2019_OC_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/S2019_OC.zip","S_OC",2020,1987,120,5,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201919Tablesdoc.xlsx"
